EFT_PERIODO	EFT_VIVIENDA	EFT_HOGAR	EFT_MIEMBRO	EFT_SEXO	EFT_EDAD	EFT_PARENTESCO_CON_JEFE	EFT_ESTADO_CIVIL	EFT_ALFABETISMO	EFT_ULT_ANO_APROBADO	EFT_ULT_NIVEL_ALCANZADO	EFT_SE_MATRICULO	EFT_TANDA_ASISTE	EFT_TIPO_CENTRO	EFT_MOTIVO_NO_ASISTE	EFT_MUNICIPIO_RESIDE	EFT_ZONA_RESIDE	EFT_PAIS_RESIDE	EFT_TIEMPO_RESIDENCIA	EFT_RAZON_TRASLADO	EFT_FACTOR_EXP	EFT_ESTRATO	EFT_UPM	EFT_CANT_MIEMBROS	EFT_NOMBRE_MIEMBRO	EFT_SE_MATRICULO_TEXTO	EFT_NUEVO_FACTOR_CENSO	EFT_FACTOR_EXP_CENSO1993	EFT_MOTIVO_NO_ASISTE_ESP	EFT_TANDA_ASISTE_ESP	EFT_RAZON_TRASLADO_ESP	EFT_MIEMBRO_AFILIADO_SEGURO	EFT_SEGURO_ESTA_AFILIADO	EFT_SEGURO_ESTA_AFILIADO_ESP	EFT_TIPO_AFILIADO	EFT_FACTOR_EXP_ANUAL
1/2000	1,860	1	3	1	10	3	6	1	3	2	2	1	1	0	101	0	647	1	0	855	2	186	7				889								
1/2000	1,860	1	4	1	8	3	6	1	3	2	2	1	1	0	101	0	647	1	0	855	2	186	7				889								
1/2000	1,860	1	5	2	10	3	6	1	3	2	2	1	1	0	101	0	647	1	0	855	2	186	7				889								
1/2000	1,860	1	6	2	20	12	6	2	0	7	7	0	0	6	101	0	647	1	0	855	2	186	7				889								
1/2000	1,860	1	7	2	16	12	6	1	4	2	7	0	0	5	2,201	0	647	2	5	855	2	186	7				889								
1/2000	1,861	1	1	2	53	1	4	2	0	7	7	0	0	7	2,001	0	647	4	1	334	2	187	4				348								
1/2000	1,861	1	2	1	21	3	6	1	2	3	7	0	0	9	1,101	0	647	4	6	334	2	187	4				348								
1/2000	1,861	1	3	1	18	3	6	1	2	3	3	6	2	0	101	0	647	1	0	334	2	187	4				348								
1/2000	1,861	1	4	2	7	3	6	2	0	7	2	1	1	0	101	0	647	1	0	334	2	187	4				348								
1/2000	1,862	1	1	1	44	1	2	1	3	6	7	0	0	8	401	1	647	5	3	334	2	187	8				347								
1/2000	1,862	1	2	2	36	2	2	1	4	5	5	3	1	0	401	1	647	5	3	334	2	187	8				347								
1/2000	1,862	1	3	1	16	3	6	1	3	3	3	1	1	0	401	1	647	5	5	334	2	187	8				347								
1/2000	1,862	1	4	1	14	3	6	1	6	2	2	1	1	0	101	0	647	1	0	334	2	187	8				347								
1/2000	1,862	1	5	1	10	3	6	1	1	2	2	1	1	0	101	0	647	1	0	334	2	187	8				347								
1/2000	1,862	1	6	1	9	3	6	1	2	2	2	1	1	0	101	0	647	1	0	334	2	187	8				347								
1/2000	1,862	1	7	2	12	11	6	1	5	2	2	1	1	0	401	1	647	4	5	334	2	187	8				347								
1/2000	1,862	1	8	2	13	11	6	1	4	2	7	0	0	5	401	1	647	2	3	334	2	187	8				347								
1/2000	1,863	1	1	1	59	1	2	1	0	7	7	0	0	7	2,001	0	647	5	5	334	2	187	4				348								
1/2000	1,863	1	2	2	52	2	2	1	2	2	7	0	0	7	501	0	647	5	5	334	2	187	4				348								
1/2000	1,863	1	3	2	21	3	4	1	1	5	5	3	2	0	2,001	0	647	5	5	334	2	187	4				348								
1/2000	1,863	1	4	2	6	5	6	2	0	7	2	1	1	0	101	0	647	1	0	334	2	187	4				348								
1/2000	1,864	1	1	2	30	1	4	1	1	3	7	0	0	2	2,401	1	647	5	5	334	2	187	4				348								
1/2000	1,864	1	2	2	74	7	5	2	0	7	7	0	0	7	2,401	1	647	5	5	334	2	187	4				348								
1/2000	1,864	1	3	2	10	3	6	1	1	2	2	1	1	0	101	0	647	1	0	334	2	187	4				348								
1/2000	1,864	1	4	2	10	11	6	1	1	2	2	1	1	0	101	1	647	1	0	334	2	187	4				348								
1/2000	1,865	1	1	1	28	1	1	1	2	3	7	0	0	2	101	0	647	1	0	334	2	187	3				348								
1/2000	1,865	1	2	2	21	2	1	1	2	5	7	0	0	2	101	0	647	1	0	334	2	187	3				348								
1/2000	1,865	1	3	2	1	3	6	0	0	0	0	0	0	0	101	0	647	1	0	334	2	187	3				348								
1/2000	1,866	1	1	1	43	1	1	1	8	2	7	0	0	7	401	0	647	5	5	334	2	187	6				347								
1/2000	1,866	1	2	2	40	2	1	1	8	2	7	0	0	2	2,101	0	647	5	5	334	2	187	6				347								
1/2000	1,866	1	3	1	18	3	6	1	7	2	2	1	2	0	101	0	647	1	0	334	2	187	6				347								
1/2000	1,866	1	4	1	16	3	6	1	7	2	2	1	2	0	101	0	647	1	0	334	2	187	6				347								
1/2000	1,866	1	5	1	12	3	6	1	4	2	2	2	2	0	101	0	647	1	0	334	2	187	6				347								
1/2000	1,866	1	6	1	2	3	6	0	0	0	0	0	0	0	101	0	647	1	0	334	2	187	6				347								
1/2000	1,867	1	1	1	27	1	1	1	1	3	7	0	0	2	2,601	0	647	5	5	334	2	187	3				348								
1/2000	1,867	1	2	2	23	2	1	1	8	2	7	0	0	2	1,702	0	647	5	5	334	2	187	3				348								
1/2000	1,867	1	3	2	0	3	6	0	0	0	0	0	0	0	101	0	647	1	0	334	2	187	3				348								
1/2000	1,868	1	1	1	35	1	1	1	2	3	7	0	0	2	101	1	647	1	0	334	2	187	6				347								
1/2000	1,868	1	2	2	27	2	1	1	1	3	7	0	0	4	301	0	647	5	5	334	2	187	6				347								
1/2000	1,868	1	3	1	11	3	6	1	3	2	2	1	2	0	101	1	647	1	0	334	2	187	6				347								
1/2000	1,868	1	4	2	9	3	6	1	3	2	2	1	2	0	101	1	647	1	0	334	2	187	6				347								
1/2000	1,868	1	5	1	17	12	6	1	3	3	3	3	2	0	301	0	647	5	5	334	2	187	6				347								
1/2000	1,868	1	6	1	13	11	6	1	6	2	2	2	2	0	101	1	647	1	0	334	2	187	6				347								
1/2000	1,869	1	1	1	49	1	1	1	8	2	7	0	0	7	903	0	647	5	5	334	2	187	3				348								
1/2000	1,869	1	2	2	48	2	1	1	4	2	7	0	0	7	2,205	1	647	5	5	334	2	187	3				348								
1/2000	1,869	1	3	1	24	3	6	1	5	2	7	0	0	4	101	0	647	1	0	334	2	187	3				348								
1/2000	1,871	1	1	2	40	1	4	1	3	2	7	0	0	7	101	0	647	1	0	330	2	188	1				343								
1/2000	1,872	1	1	1	40	1	1	1	3	2	7	0	0	2	2,101	0	647	5	1	330	2	188	5				343								
1/2000	1,872	1	2	2	37	2	1	1	3	4	7	0	0	9	701	0	647	5	3	330	2	188	5				343								
1/2000	1,872	1	3	1	12	3	6	1	5	2	2	2	2	0	101	0	647	1	0	330	2	188	5				343								
1/2000	1,872	1	4	2	11	3	6	1	5	2	2	2	2	0	101	0	647	1	0	330	2	188	5				343								
1/2000	1,872	1	5	1	6	3	6	2	2	2	2	1	2	0	101	0	647	1	0	330	2	188	5				343								
1/2000	1,873	1	1	1	62	1	1	1	3	2	7	0	0	7	2,101	0	647	5	1	330	2	188	11				344								
1/2000	1,873	1	2	2	52	2	1	1	7	2	7	0	0	7	2,401	0	647	5	5	330	2	188	11				344								
1/2000	1,873	1	3	1	17	3	6	1	2	3	3	3	2	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,873	1	4	2	31	3	4	1	8	2	7	0	0	5	2,101	0	647	5	5	330	2	188	11				344								
1/2000	1,873	1	5	1	11	5	6	1	3	2	2	1	1	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,873	1	6	1	10	5	6	1	3	2	2	1	1	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,873	1	7	1	8	5	6	1	2	2	2	1	1	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,873	1	8	1	8	5	6	2	3	1	2	1	2	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,873	1	9	1	7	5	6	2	3	1	2	1	2	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,873	1	10	2	7	5	6	1	1	2	2	1	2	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,873	1	11	2	5	5	6	0	1	1	1	1	1	0	101	0	647	1	0	330	2	188	11				344								
1/2000	1,874	1	1	1	37	1	2	1	8	2	7	0	0	2	2,201	0	647	5	5	330	2	188	6				343								
1/2000	1,874	1	2	1	17	3	6	1	8	2	3	3	2	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,874	1	3	1	16	3	6	1	6	2	2	1	2	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,874	1	4	1	12	3	6	1	2	2	2	2	2	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,874	1	5	1	11	3	6	1	3	2	2	2	2	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,874	1	6	2	9	3	6	1	3	2	2	2	2	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,875	1	1	2	66	1	2	1	8	2	7	0	0	7	501	0	647	5	2	330	2	188	3				343								
1/2000	1,875	1	2	1	75	2	2	1	6	2	7	0	0	7	501	0	647	5	5	330	2	188	3				343								
1/2000	1,875	1	3	1	27	11	6	1	4	3	7	0	0	2	501	0	647	4	1	330	2	188	3				343								
1/2000	1,876	1	1	2	52	1	1	2	1	2	7	0	0	2	2,301	0	647	5	5	330	2	188	4				343								
1/2000	1,876	1	2	1	60	2	1	1	1	2	7	0	0	2	1,402	0	647	5	1	330	2	188	4				343								
1/2000	1,876	1	3	2	25	3	6	1	3	2	7	0	0	2	1,402	0	647	5	5	330	2	188	4				343								
1/2000	1,876	1	4	2	3	5	6	0	0	0	0	0	0	0	101	0	647	1	0	330	2	188	4				343								
1/2000	1,877	1	1	1	34	1	1	1	8	2	7	0	0	2	901	1	647	5	5	330	2	188	6				343								
1/2000	1,877	1	2	2	30	2	1	1	6	2	7	0	0	9	101	0	647	1	0	330	2	188	6				343								
1/2000	1,877	1	3	2	13	3	6	1	6	2	2	1	1	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,877	1	4	1	10	3	6	1	3	2	2	2	1	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,877	1	5	1	8	3	6	1	2	2	2	2	1	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,877	1	6	2	3	3	6	0	0	0	0	0	0	0	101	0	647	1	0	330	2	188	6				343								
1/2000	1,878	1	1	1	51	1	4	1	7	2	7	0	0	7	2,701	0	647	5	1	330	2	188	3				343								
1/2000	1,878	1	2	1	22	3	6	1	3	3	3	3	1	0	101	0	647	1	0	330	2	188	3				343								
1/2000	1,878	1	3	2	21	3	6	1	3	3	7	0	0	2	101	0	647	1	0	330	2	188	3				343								
1/2000	1,879	1	1	2	64	1	4	1	7	2	7	0	0	7	1,402	0	647	5	1	330	2	188	2				343								
1/2000	1,879	1	2	1	31	3	4	1	3	3	7	0	0	2	101	0	647	1	0	330	2	188	2				343								
1/2000	1,880	1	1	1	38	1	2	1	1	3	7	0	0	2	1,501	0	647	5	5	330	2	188	8				344								
1/2000	1,880	1	2	2	35	2	2	1	6	2	7	0	0	2	2,301	0	647	5	5	330	2	188	8				344								
